"01/04/2004"	2	2	2004-01-04
"01/11/2004"	2	1	2004-01-11
"01/18/2004"	2	1	2004-01-18
"01/25/2004"	2	2	2004-01-25
"02/01/2004"	2	1	2004-02-01
"02/08/2004"	2	2	2004-02-08
"02/15/2004"	2	1	2004-02-15
"02/22/2004"	2	1	2004-02-22
"02/29/2004"	2	1	2004-02-29
"03/07/2004"	2	1	2004-03-07
"03/14/2004"	2	1	2004-03-14
"03/21/2004"	2	1	2004-03-21
"03/28/2004"	2	0	2004-03-28
"04/04/2004"	2	0	2004-04-04
"04/11/2004"	2	1	2004-04-11
"04/18/2004"	2	0	2004-04-18
"04/25/2004"	2	0	2004-04-25
"05/02/2004"	2	0	2004-05-02
"05/09/2004"	2	0	2004-05-09
"05/16/2004"	2	0	2004-05-16
"05/23/2004"	2	0	2004-05-23
"05/30/2004"	2	0	2004-05-30
"06/06/2004"	1	0	2004-06-06
"06/13/2004"	1	0	2004-06-13
"06/20/2004"	1	0	2004-06-20
"06/27/2004"	1	0	2004-06-27
"07/04/2004"	2	0	2004-07-04
"07/11/2004"	2	0	2004-07-11
"07/18/2004"	1	0	2004-07-18
"07/25/2004"	2	0	2004-07-25
"08/01/2004"	2	0	2004-08-01
"08/08/2004"	1	0	2004-08-08
"08/15/2004"	1	0	2004-08-15
"08/22/2004"	1	1	2004-08-22
"08/29/2004"	1	1	2004-08-29
"09/05/2004"	1	1	2004-09-05
"09/12/2004"	1	1	2004-09-12
"09/19/2004"	1	1	2004-09-19
"09/26/2004"	1	1	2004-09-26
"10/03/2004"	2	6	2004-10-03
"10/10/2004"	1	8	2004-10-10
"10/17/2004"	2	7	2004-10-17
"10/24/2004"	2	5	2004-10-24
"10/31/2004"	1	3	2004-10-31
"11/07/2004"	1	2	2004-11-07
"11/14/2004"	2	2	2004-11-14
"11/21/2004"	2	2	2004-11-21
"11/28/2004"	2	2	2004-11-28
"12/05/2004"	2	2	2004-12-05
"12/12/2004"	2	2	2004-12-12
"12/19/2004"	1	2	2004-12-19
"12/26/2004"	2	2	2004-12-26
"01/02/2005"	2	2	2005-01-02
"01/09/2005"	2	2	2005-01-09
"01/16/2005"	2	2	2005-01-16
"01/23/2005"	2	2	2005-01-23
"01/30/2005"	2	2	2005-01-30
"02/06/2005"	2	2	2005-02-06
"02/13/2005"	2	2	2005-02-13
"02/20/2005"	2	3	2005-02-20
"02/27/2005"	2	2	2005-02-27
"03/06/2005"	2	1	2005-03-06
"03/13/2005"	2	1	2005-03-13
"03/20/2005"	2	1	2005-03-20
"03/27/2005"	2	1	2005-03-27
"04/03/2005"	3	1	2005-04-03
"04/10/2005"	3	1	2005-04-10
"04/17/2005"	2	1	2005-04-17
"04/24/2005"	2	1	2005-04-24
"05/01/2005"	2	1	2005-05-01
"05/08/2005"	2	1	2005-05-08
"05/15/2005"	2	1	2005-05-15
"05/22/2005"	2	1	2005-05-22
"05/29/2005"	2	0	2005-05-29
"06/05/2005"	2	0	2005-06-05
"06/12/2005"	2	0	2005-06-12
"06/19/2005"	2	0	2005-06-19
"06/26/2005"	2	0	2005-06-26
"07/03/2005"	2	0	2005-07-03
"07/10/2005"	2	0	2005-07-10
"07/17/2005"	1	0	2005-07-17
"07/24/2005"	2	1	2005-07-24
"07/31/2005"	2	0	2005-07-31
"08/07/2005"	2	1	2005-08-07
"08/14/2005"	1	1	2005-08-14
"08/21/2005"	2	1	2005-08-21
"08/28/2005"	2	1	2005-08-28
"09/04/2005"	2	1	2005-09-04
"09/11/2005"	2	1	2005-09-11
"09/18/2005"	2	2	2005-09-18
"09/25/2005"	2	3	2005-09-25
"10/02/2005"	2	6	2005-10-02
"10/09/2005"	2	8	2005-10-09
"10/16/2005"	2	7	2005-10-16
"10/23/2005"	2	6	2005-10-23
"10/30/2005"	2	8	2005-10-30
"11/06/2005"	2	6	2005-11-06
"11/13/2005"	2	5	2005-11-13
"11/20/2005"	2	4	2005-11-20
"11/27/2005"	2	3	2005-11-27
"12/04/2005"	2	3	2005-12-04
"12/11/2005"	2	3	2005-12-11
"12/18/2005"	2	2	2005-12-18
"12/25/2005"	2	3	2005-12-25
"01/01/2006"	2	2	2006-01-01
"01/08/2006"	2	2	2006-01-08
"01/15/2006"	2	2	2006-01-15
"01/22/2006"	2	3	2006-01-22
"01/29/2006"	2	2	2006-01-29
"02/05/2006"	2	2	2006-02-05
"02/12/2006"	2	2	2006-02-12
"02/19/2006"	2	3	2006-02-19
"02/26/2006"	2	3	2006-02-26
"03/05/2006"	2	2	2006-03-05
"03/12/2006"	2	4	2006-03-12
"03/19/2006"	2	3	2006-03-19
"03/26/2006"	2	2	2006-03-26
"04/02/2006"	2	2	2006-04-02
"04/09/2006"	2	2	2006-04-09
"04/16/2006"	2	2	2006-04-16
"04/23/2006"	2	2	2006-04-23
"04/30/2006"	2	3	2006-04-30
"05/07/2006"	2	3	2006-05-07
"05/14/2006"	2	2	2006-05-14
"05/21/2006"	2	2	2006-05-21
"05/28/2006"	2	2	2006-05-28
"06/04/2006"	2	1	2006-06-04
"06/11/2006"	2	1	2006-06-11
"06/18/2006"	2	1	2006-06-18
"06/25/2006"	2	1	2006-06-25
"07/02/2006"	2	1	2006-07-02
"07/09/2006"	2	1	2006-07-09
"07/16/2006"	2	1	2006-07-16
"07/23/2006"	1	1	2006-07-23
"07/30/2006"	2	1	2006-07-30
"08/06/2006"	2	1	2006-08-06
"08/13/2006"	1	1	2006-08-13
"08/20/2006"	2	1	2006-08-20
"08/27/2006"	2	1	2006-08-27
"09/03/2006"	2	1	2006-09-03
"09/10/2006"	1	1	2006-09-10
"09/17/2006"	2	1	2006-09-17
"09/24/2006"	2	1	2006-09-24
"10/01/2006"	2	2	2006-10-01
"10/08/2006"	2	3	2006-10-08
"10/15/2006"	2	3	2006-10-15
"10/22/2006"	2	4	2006-10-22
"10/29/2006"	2	3	2006-10-29
"11/05/2006"	2	3	2006-11-05
"11/12/2006"	2	3	2006-11-12
"11/19/2006"	2	2	2006-11-19
"11/26/2006"	2	2	2006-11-26
"12/03/2006"	2	2	2006-12-03
"12/10/2006"	2	2	2006-12-10
"12/17/2006"	2	2	2006-12-17
"12/24/2006"	2	2	2006-12-24
"12/31/2006"	2	2	2006-12-31
"01/07/2007"	2	2	2007-01-07
"01/14/2007"	2	2	2007-01-14
"01/21/2007"	2	2	2007-01-21
"01/28/2007"	2	2	2007-01-28
"02/04/2007"	2	2	2007-02-04
"02/11/2007"	2	2	2007-02-11
"02/18/2007"	2	2	2007-02-18
"02/25/2007"	2	2	2007-02-25
"03/04/2007"	2	1	2007-03-04
"03/11/2007"	2	1	2007-03-11
"03/18/2007"	2	1	2007-03-18
"03/25/2007"	2	1	2007-03-25
"04/01/2007"	2	1	2007-04-01
"04/08/2007"	2	1	2007-04-08
"04/15/2007"	2	1	2007-04-15
"04/22/2007"	2	1	2007-04-22
"04/29/2007"	2	1	2007-04-29
"05/06/2007"	2	1	2007-05-06
"05/13/2007"	2	1	2007-05-13
"05/20/2007"	2	1	2007-05-20
"05/27/2007"	2	1	2007-05-27
"06/03/2007"	2	0	2007-06-03
"06/10/2007"	2	0	2007-06-10
"06/17/2007"	2	0	2007-06-17
"06/24/2007"	2	0	2007-06-24
"07/01/2007"	2	0	2007-07-01
"07/08/2007"	2	0	2007-07-08
"07/15/2007"	2	0	2007-07-15
"07/22/2007"	1	0	2007-07-22
"07/29/2007"	2	0	2007-07-29
"08/05/2007"	2	0	2007-08-05
"08/12/2007"	2	0	2007-08-12
"08/19/2007"	2	0	2007-08-19
"08/26/2007"	2	1	2007-08-26
"09/02/2007"	2	1	2007-09-02
"09/09/2007"	2	1	2007-09-09
"09/16/2007"	2	1	2007-09-16
"09/23/2007"	2	1	2007-09-23
"09/30/2007"	2	2	2007-09-30
"10/07/2007"	2	2	2007-10-07
"10/14/2007"	2	3	2007-10-14
"10/21/2007"	2	3	2007-10-21
"10/28/2007"	2	3	2007-10-28
"11/04/2007"	2	3	2007-11-04
"11/11/2007"	2	3	2007-11-11
"11/18/2007"	2	2	2007-11-18
"11/25/2007"	2	2	2007-11-25
"12/02/2007"	2	1	2007-12-02
"12/09/2007"	2	1	2007-12-09
"12/16/2007"	2	1	2007-12-16
"12/23/2007"	2	1	2007-12-23
"12/30/2007"	2	1	2007-12-30
"01/06/2008"	2	1	2008-01-06
"01/13/2008"	2	1	2008-01-13
"01/20/2008"	2	1	2008-01-20
"01/27/2008"	2	2	2008-01-27
"02/03/2008"	2	3	2008-02-03
"02/10/2008"	2	3	2008-02-10
"02/17/2008"	2	3	2008-02-17
"02/24/2008"	2	3	2008-02-24
"03/02/2008"	2	2	2008-03-02
"03/09/2008"	2	2	2008-03-09
"03/16/2008"	2	1	2008-03-16
"03/23/2008"	2	1	2008-03-23
"03/30/2008"	2	1	2008-03-30
"04/06/2008"	2	1	2008-04-06
"04/13/2008"	2	1	2008-04-13
"04/20/2008"	2	1	2008-04-20
"04/27/2008"	2	1	2008-04-27
"05/04/2008"	2	1	2008-05-04
"05/11/2008"	2	1	2008-05-11
"05/18/2008"	2	1	2008-05-18
"05/25/2008"	2	0	2008-05-25
"06/01/2008"	2	0	2008-06-01
"06/08/2008"	2	0	2008-06-08
"06/15/2008"	2	0	2008-06-15
"06/22/2008"	2	0	2008-06-22
"06/29/2008"	2	0	2008-06-29
"07/06/2008"	2	0	2008-07-06
"07/13/2008"	2	0	2008-07-13
"07/20/2008"	2	0	2008-07-20
"07/27/2008"	2	0	2008-07-27
"08/03/2008"	1	0	2008-08-03
"08/10/2008"	1	0	2008-08-10
"08/17/2008"	2	0	2008-08-17
"08/24/2008"	2	0	2008-08-24
"08/31/2008"	1	1	2008-08-31
